ApplNo,ApplType,SponsorApplicant,MostRecentLabelAvailableFlag,CurrentPatentFlag,ActionType,Chemical_Type,Ther_Potential,Orphan_Code
90212,A    ,SAGENT STRIDES                                    ,FALSE,FALSE,AP,,,
90215,A    ,VERSAPHARM                                        ,FALSE,FALSE,AP,,,
90216,A    ,WOCKHARDT                                         ,FALSE,FALSE,AP,,,
90217,A    ,SUN PHARM INDS                                    ,FALSE,FALSE,AP,,,
90218,A    ,SANDOZ INC                                        ,FALSE,FALSE,AP,,,
90219,A    ,GLENMARK PHARMS                                   ,FALSE,FALSE,AP,,,
90220,A    ,WOCKHARDT                                         ,FALSE,FALSE,AP,,,
90221,A    ,WOCKHARDT LTD                                     ,FALSE,FALSE,AP,,,
90222,A    ,ALEMBIC LTD                                       ,FALSE,FALSE,AP,,,
90223,A    ,ALEMBIC PHARMS LTD                                ,FALSE,FALSE,AP,,,
90227,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
90228,A    ,INVAGEN PHARMS                                    ,FALSE,FALSE,AP,,,
90229,A    ,SYNTHON PHARMS                                    ,FALSE,FALSE,AP,,,
90231,A    ,NOVEL LABS INC                                    ,FALSE,FALSE,AP,,,
90233,A    ,FRESENIUS KABI USA                                ,FALSE,FALSE,AP,,,
90237,A,SANDOZ,FALSE,FALSE,TA,,,
90239,A    ,CADISTA PHARMS                                    ,FALSE,FALSE,AP,,,
90240,A    ,LUITPOLD                                          ,FALSE,FALSE,AP,,,
90241,A    ,TEVA PHARMS                                       ,FALSE,FALSE,AP,,,
90242,A    ,FRESENIUS KABI USA                                ,FALSE,FALSE,AP,,,
90243,A    ,MYLAN LABS LTD                                    ,FALSE,FALSE,AP,,,
90244,A,APOTEX INC,FALSE,FALSE,TA,,,
90245,A    ,LUPIN                                             ,FALSE,FALSE,AP,,,
90246,A    ,LUPIN LTD                                         ,FALSE,FALSE,AP,,,
90247,A    ,HIKMA PHARMS                                      ,FALSE,FALSE,AP,,,
90248,A    ,VINTAGE PHARMS                                    ,FALSE,FALSE,AP,,,
90249,A    ,IPCA LABS LTD                                     ,FALSE,FALSE,AP,,,
90250,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
90252,A    ,MYLAN PHARMS INC                                  ,FALSE,FALSE,AP,,,
90253,A    ,ACCORD HLTHCARE                                   ,FALSE,FALSE,AP,,,
90254,A    ,PERRIGO R AND D                                   ,FALSE,FALSE,AP,,,
90255,A    ,INVAGEN PHARMS                                    ,FALSE,FALSE,AP,,,
90256,A    ,PERRIGO ISRAEL                                    ,FALSE,FALSE,AP,,,
90258,A    ,AUSTARPHARMA LLC                                  ,FALSE,FALSE,AP,,,
90260,A    ,PHARM ASSOC                                       ,FALSE,FALSE,AP,,,
90261,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
90263,A    ,SILARX                                            ,FALSE,FALSE,AP,,,
90265,A    ,CARACO                                            ,FALSE,FALSE,AP,,,
90266,A    ,MUSTAFA NEVSAT                                    ,FALSE,FALSE,AP,,,
90268,A    ,AKORN                                             ,FALSE,FALSE,AP,,,
90269,A    ,TARO                                              ,FALSE,FALSE,AP,,,
90270,A    ,MYLAN INSTITUTIONAL                               ,FALSE,FALSE,AP,,,
90273,A    ,GLENMARK PHARMS                                   ,FALSE,FALSE,AP,,,
90278,A    ,SUN PHARMA GLOBAL                                 ,FALSE,FALSE,AP,,,
90279,A    ,SANDOZ INC                                        ,FALSE,FALSE,AP,,,
90283,A    ,SUN PHARM INDS LTD                                ,FALSE,FALSE,AP,,,
90284,A    ,INVAGEN PHARMS                                    ,FALSE,FALSE,AP,,,
90287,A    ,HIKMA FARMACEUTICA                                ,FALSE,FALSE,AP,,,
90288,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
90289,A    ,TEVA PHARMS                                       ,FALSE,FALSE,AP,,,
90290,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
90291,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
90292,A    ,ACTAVIS TOTOWA                                    ,FALSE,FALSE,AP,,,
90293,A    ,VINTAGE PHARMS                                    ,FALSE,FALSE,AP,,,
90294,A    ,INVAGEN PHARMS                                    ,FALSE,FALSE,AP,,,
90295,A    ,MARKSANS PHARMA                                   ,FALSE,FALSE,AP,,,
90296,A    ,SANDOZ INC                                        ,FALSE,FALSE,AP,,,
90297,A    ,TEVA PHARMS USA                                   ,FALSE,FALSE,AP,,,
90299,A    ,MYLAN INSTITUTIONAL                               ,FALSE,FALSE,AP,,,
90300,A    ,CYPRESS PHARM                                     ,FALSE,FALSE,AP,,,
90303,A    ,EUROHLTH INTL SARL                                ,FALSE,FALSE,AP,,,
90304,A    ,EUROHLTH INTL SARL                                ,FALSE,FALSE,AP,,,
90305,A,BEDFORD LABS,FALSE,FALSE,TA,,,
90307,A    ,ACTAVIS TOTOWA                                    ,FALSE,FALSE,AP,,,
90308,A    ,BARR LABS INC                                     ,FALSE,FALSE,AP,,,
90309,A,MYLAN PHARMA,FALSE,FALSE,TA,,,
90310,A    ,INJECTALIA                                        ,FALSE,FALSE,AP,,,
90311,A,BEDFORD LABS,FALSE,FALSE,TA,,,
90313,A    ,CEDAR PHARMS                                      ,FALSE,FALSE,AP,,,
90314,A    ,SAGENT STRIDES                                    ,FALSE,FALSE,AP,,,
90315,A    ,SAGENT STRIDES                                    ,FALSE,FALSE,AP,,,
90316,A    ,SAGENT STRIDES                                    ,FALSE,FALSE,AP,,,
90317,A    ,SAGENT STRIDES                                    ,FALSE,FALSE,AP,,,
90318,A    ,SAGENT STRIDES                                    ,FALSE,FALSE,AP,,,
90321,A    ,ZYDUS PHARMS USA INC                              ,FALSE,FALSE,AP,,,
90323,A    ,MYLAN PHARMS INC                                  ,FALSE,FALSE,AP,,,
90324,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
90325,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
90326,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
90329,A    ,SUN PHARM INDS INC                                ,FALSE,FALSE,AP,,,
90330,A,PHARMAFORCE,FALSE,FALSE,TA,,,
90331,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
90334,A    ,MYLAN PHARMS INC                                  ,FALSE,FALSE,AP,,,
90335,A    ,MYLAN PHARMS INC                                  ,FALSE,FALSE,AP,,,
90339,A    ,AUROBINDO PHARMA                                  ,FALSE,FALSE,AP,,,
90340,A    ,AUROBINDO PHARMA                                  ,FALSE,FALSE,AP,,,
90343,A    ,ACS DOBFAR INFO SA                                ,FALSE,FALSE,AP,,,
90346,A    ,EPIC PHARMA LLC                                   ,FALSE,FALSE,AP,,,
90347,A    ,TARO                                              ,FALSE,FALSE,AP,,,
90348,A    ,WOCKHARDT LTD                                     ,FALSE,FALSE,AP,,,
90349,A    ,AUROBINDO PHARMA                                  ,FALSE,FALSE,AP,,,
90351,A    ,ROXANE                                            ,FALSE,FALSE,AP,,,
90352,A,TEVA PHARMS USA,FALSE,FALSE,TA,,,
90353,A    ,WOCKHARDT USA                                     ,FALSE,FALSE,AP,,,
90354,A    ,ANTIBIOTICE                                       ,FALSE,FALSE,AP,,,
90355,A    ,GLENMARK GENERICS                                 ,FALSE,FALSE,AP,,,
90356,A    ,SUN PHARMA GLOBAL                                 ,FALSE,FALSE,AP,,,
90357,A    ,SUN PHARMA GLOBAL                                 ,FALSE,FALSE,AP,,,
90358,A    ,SUN PHARMA GLOBAL                                 ,FALSE,FALSE,AP,,,
90359,A    ,BRECKENRIDGE PHARM                                ,FALSE,FALSE,AP,,,
90360,A    ,BARR                                              ,FALSE,FALSE,AP,,,
90362,A    ,SUN PHARMA GLOBAL                                 ,FALSE,FALSE,AP,,,
90364,A    ,WATSON LABS INC                                   ,FALSE,FALSE,AP,,,
90365,A    ,GLENMARK GENERICS                                 ,FALSE,FALSE,AP,,,
90367,A    ,WOCKHARDT                                         ,FALSE,FALSE,AP,,,
90368,A    ,TARO                                              ,FALSE,FALSE,AP,,,
90370,A    ,WATSON LABS INC                                   ,FALSE,FALSE,AP,,,
90371,A,CIPLA LIMITED,FALSE,FALSE,TA,,,
90372,A    ,DR REDDYS LABS LTD                                ,FALSE,FALSE,AP,,,
90374,A    ,ORCHID HLTHCARE                                   ,FALSE,FALSE,AP,,,
90375,A    ,HOSPIRA INC                                       ,FALSE,FALSE,AP,,,
90377,A    ,IMPAX LABS                                        ,FALSE,FALSE,AP,,,
90378,A    ,ACTAVIS MID ATLANTIC                              ,FALSE,FALSE,AP,,,
90379,A    ,BARR LABS DIV TEVA                                ,FALSE,FALSE,AP,,,
90380,A    ,CARACO                                            ,FALSE,FALSE,AP,,,
90381,A    ,ROXANE                                            ,FALSE,FALSE,AP,,,
90382,A    ,VIVIMED LABS                                      ,FALSE,FALSE,AP,,,
90383,A    ,MICRO LABS LTD                                    ,FALSE,FALSE,AP,,,
90384,A,APP PHARMS,FALSE,FALSE,TA,,,
90385,A    ,GLENMARK GENERICS                                 ,FALSE,FALSE,AP,,,
90386,A    ,LUITPOLD                                          ,FALSE,FALSE,AP,,,
90387,A    ,BEDFORD                                           ,FALSE,FALSE,AP,,,
90392,A    ,DR REDDYS LABS LTD                                ,FALSE,FALSE,AP,,,
90393,A    ,MUSTAFA NEVZAT ILAC                               ,FALSE,FALSE,AP,,,
90394,A    ,MYLAN INSTITUTIONAL                               ,FALSE,FALSE,AP,,,
90395,A    ,ALVOGEN                                           ,FALSE,FALSE,AP,,,
90397,A    ,BIONPHARMA INC                                    ,FALSE,FALSE,AP,,,
90398,A,MATRIX LABS LTD,FALSE,FALSE,TA,,,
90401,A    ,AUROBINDO PHARMA                                  ,FALSE,FALSE,AP,,,
90402,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
90403,A    ,ZYDUS PHARMS USA INC                              ,FALSE,FALSE,AP,,,
90404,A    ,ZYDUS PHARMS USA INC                              ,FALSE,FALSE,AP,,,
90405,A,ZYDUS PHARMS USA INC,FALSE,FALSE,TA,,,
90406,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
90407,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
90408,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
90409,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
90410,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
90411,A    ,ZYDUS PHARMS USA INC                              ,FALSE,FALSE,AP,,,
90413,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
90415,A    ,VINTAGE PHARMS                                    ,FALSE,FALSE,AP,,,
90416,A    ,GLENMARK GENERICS                                 ,FALSE,FALSE,AP,,,
90417,A    ,CYPRESS PHARM                                     ,FALSE,FALSE,AP,,,
90418,A    ,CYPRESS PHARM                                     ,FALSE,FALSE,AP,,,
90419,A    ,APOTEX CORP                                       ,FALSE,FALSE,AP,,,
90421,A    ,SUN PHARMA GLOBAL                                 ,FALSE,FALSE,AP,,,
90422,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
90423,A    ,SUN PHARMA GLOBAL                                 ,FALSE,FALSE,AP,,,
90424,A    ,EMCURE PHARMS                                     ,FALSE,FALSE,AP,,,
90425,A    ,PLIVA HRVATSKA DOO                                ,FALSE,FALSE,AP,,,
90426,A    ,ANI PHARMS                                        ,FALSE,FALSE,AP,,,
90427,A    ,APOTEX INC                                        ,FALSE,FALSE,AP,,,
90428,A    ,ALEMBIC PHARMS LTD                                ,FALSE,FALSE,AP,,,
90429,A    ,ALEMBIC LTD                                       ,FALSE,FALSE,AP,,,
90430,A    ,ALEMBIC LTD                                       ,FALSE,FALSE,AP,,,
90431,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
90432,A    ,AUROBINDO PHARMA LTD                              ,FALSE,FALSE,AP,,,
90433,A,ALKEM LABS LTD,FALSE,FALSE,TA,,,
90434,A,MATRIX LABS LTD,FALSE,FALSE,TA,,,
90435,A    ,INVAGEN PHARMS                                    ,FALSE,FALSE,AP,,,
90437,A,MATRIX LABS LTD,FALSE,FALSE,TA,,,
90439,A    ,LUPIN LTD                                         ,FALSE,FALSE,AP,,,
90440,A    ,LUPIN LTD                                         ,FALSE,FALSE,AP,,,
90441,A    ,LUPIN LTD                                         ,FALSE,FALSE,AP,,,
90442,A    ,LUPIN LTD                                         ,FALSE,FALSE,AP,,,
90443,A    ,LUPIN LTD                                         ,FALSE,FALSE,AP,,,
90444,A    ,LUPIN LTD                                         ,FALSE,FALSE,AP,,,
90445,A    ,LUPIN LTD                                         ,FALSE,FALSE,AP,,,
90446,A    ,LUPIN LTD                                         ,FALSE,FALSE,AP,,,
90449,A    ,APOTEX INC                                        ,FALSE,FALSE,AP,,,
90450,A    ,AKORN                                             ,FALSE,FALSE,AP,,,
90453,A    ,COREPHARMA                                        ,FALSE,FALSE,AP,,,
90454,A    ,GLENMARK GENERICS                                 ,FALSE,FALSE,AP,,,
90455,A    ,STRIDES PHARMA                                    ,FALSE,FALSE,AP,,,
90456,A    ,STRIDES PHARMA                                    ,FALSE,FALSE,AP,,,
90457,A,STRIDES ARCOLAB LTD,FALSE,FALSE,AP,,,
90460,A    ,ZYDUS PHARMS USA INC                              ,FALSE,FALSE,AP,,,
90461,A    ,TRIS PHARMA INC                                   ,FALSE,FALSE,AP,,,
90462,A    ,SIGMAPHARM LABS LLC                               ,FALSE,FALSE,AP,,,
90463,A    ,APOTEX                                            ,FALSE,FALSE,AP,,,
90464,A    ,DR REDDYS LABS LTD                                ,FALSE,FALSE,AP,,,
90466,A    ,ORCHID HLTHCARE                                   ,FALSE,FALSE,AP,,,
90467,A    ,TORRENT PHARMS                                    ,FALSE,FALSE,AP,,,
90468,A    ,CYPRESS PHARM INC                                 ,FALSE,FALSE,AP,,,
90469,A    ,AUROBINDO PHARMA                                  ,FALSE,FALSE,AP,,,
90470,A    ,BARR                                              ,FALSE,FALSE,AP,,,
90471,A,AUROBINDO PHARMA LTD,FALSE,FALSE,TA,,,
90473,A    ,MIKART                                            ,FALSE,FALSE,AP,,,
90474,A    ,BIO PHARM INC                                     ,FALSE,FALSE,AP,,,
90475,A    ,AKORN                                             ,FALSE,FALSE,AP,,,
90476,A,BARR,FALSE,FALSE,TA,,,
90477,A    ,SILARX PHARMS INC                                 ,FALSE,FALSE,AP,,,
90478,A    ,INVAGEN PHARMS                                    ,FALSE,FALSE,AP,,,
90479,A    ,WATSON LABS                                       ,FALSE,FALSE,AP,,,
90480,A    ,GLENMARK PHARMS                                   ,FALSE,FALSE,AP,,,
90482,A,HANDA PHARMS,FALSE,FALSE,TA,,,
90483,A    ,MYLAN PHARMS INC                                  ,FALSE,FALSE,AP,,,
90484,A    ,ORCHID HLTHCARE                                   ,FALSE,FALSE,AP,,,
90485,A    ,AMNEAL PHARMS                                     ,FALSE,FALSE,AP,,,
90486,A    ,SANDOZ                                            ,FALSE,FALSE,AP,,,
90488,A,MATRIX LABS LTD,FALSE,FALSE,TA,,,
90490,A    ,ACTAVIS MID ATLANTIC                              ,FALSE,FALSE,AP,,,
90491,A    ,FRESENIUS KABI ONCOL                              ,FALSE,FALSE,AP,,,
90492,A    ,SUN PHARMA GLOBAL                                 ,FALSE,FALSE,AP,,,
90493,A    ,SUN PHARM INDS                                    ,FALSE,FALSE,AP,,,
90494,A    ,SUN PHARMA GLOBAL                                 ,FALSE,FALSE,AP,,,
90495,A    ,DR REDDYS LABS INC                                ,FALSE,FALSE,AP,,,
90498,A    ,ISTITUTO BIO ITA SPA                              ,FALSE,FALSE,AP,,,
90499,A    ,APOTEX                                            ,FALSE,FALSE,AP,,,
90500,A    ,APOTEX INC                                        ,FALSE,FALSE,AP,,,
90502,A    ,FRESENIUS KABI                                    ,FALSE,FALSE,AP,,,
90503,A    ,FRESENIUS KABI                                    ,FALSE,FALSE,AP,,,
90505,A    ,IMPAX LABS INC                                    ,FALSE,FALSE,AP,,,
90506,A    ,GLENMARK GENERICS                                 ,FALSE,FALSE,AP,,,
90507,A    ,SUN PHARMA GLOBAL                                 ,FALSE,FALSE,AP,,,
90508,A    ,SUN PHARMA GLOBAL                                 ,FALSE,FALSE,AP,,,
90509,A    ,DR REDDYS LABS LTD                                ,FALSE,FALSE,AP,,,
90510,A    ,UNICHEM                                           ,FALSE,FALSE,AP,,,
90511,A    ,BRECKENRIDGE PHARM                                ,FALSE,FALSE,AP,,,
90513,A,AUROBINDO PHARMA LTD,FALSE,FALSE,TA,,,
90514,A    ,MYLAN PHARMS INC                                  ,FALSE,FALSE,AP,,,
90515,A    ,HETERO LABS LTD III                               ,FALSE,FALSE,AP,,,
90516,A    ,MYLAN PHARMS INC                                  ,FALSE,FALSE,AP,,,
90517,A    ,NOSTRUM LABS INC                                  ,FALSE,FALSE,AP,,,
90519,A,MATRIX LABS LTD,FALSE,FALSE,TA,,,
90520,A    ,ROXANE                                            ,FALSE,FALSE,AP,,,
90521,A    ,MYLAN PHARMS INC                                  ,FALSE,FALSE,AP,,,
90523,A    ,NOVAST LABS LTD                                   ,FALSE,FALSE,AP,,,
90524,A    ,NOVAST LABS LTD                                   ,FALSE,FALSE,AP,,,
90526,A    ,BARR LABS DIV TEVA                                ,FALSE,FALSE,AP,,,
90527,A    ,GLENMARK PHARMS LTD                               ,FALSE,FALSE,AP,,,
90528,A    ,TORRENT PHARMS                                    ,FALSE,FALSE,AP,,,
90529,A    ,SUN PHARM INDS INC                                ,FALSE,FALSE,AP,,,
90530,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
90533,A    ,MIKART                                            ,FALSE,FALSE,AP,,,
90534,A    ,LUITPOLD PHARMS INC                               ,FALSE,FALSE,AP,,,
90535,A    ,SUN PHARM INDS INC                                ,FALSE,FALSE,AP,,,
90538,A    ,GLENMARK GENERICS                                 ,FALSE,FALSE,AP,,,
90539,A,TEVA PHARMS,FALSE,FALSE,TA,,,
90540,A    ,AUROBINDO PHARMA LTD                              ,FALSE,FALSE,AP,,,
90541,A,NOVAST LABS LTD,FALSE,FALSE,TA,,,
90543,A    ,HIKMA PHARMS                                      ,FALSE,FALSE,AP,,,
90544,A    ,UPSHER SMITH                                      ,FALSE,FALSE,AP,,,
90545,A    ,MARKSANS PHARMA                                   ,FALSE,FALSE,AP,,,
90547,A    ,MYLAN PHARMS INC                                  ,FALSE,FALSE,AP,,,
90548,A    ,APOTEX INC                                        ,FALSE,FALSE,AP,,,
90549,A    ,HIKMA PHARMS                                      ,FALSE,FALSE,AP,,,
90551,A    ,VIVIMED LABS                                      ,FALSE,FALSE,AP,,,
90554,A    ,AUROBINDO PHARMA LTD                              ,FALSE,FALSE,AP,,,
90555,A    ,AUROBINDO PHARMA                                  ,FALSE,FALSE,AP,,,
90557,A    ,CADISTA PHARMS                                    ,FALSE,FALSE,AP,,,
90560,A    ,ANTIBIOTICE                                       ,FALSE,FALSE,AP,,,
90561,A    ,CIPLA                                             ,FALSE,FALSE,AP,,,
90562,A    ,MICRO LABS LTD                                    ,FALSE,FALSE,AP,,,
90564,A    ,GRANULES INDIA                                    ,FALSE,FALSE,AP,,,
90567,A    ,PADDOCK LLC                                       ,FALSE,FALSE,AP,,,
90568,A    ,ACCORD HLTHCARE                                   ,FALSE,FALSE,AP,,,
90571,A    ,HOSPIRA INC                                       ,FALSE,FALSE,AP,,,
90572,A    ,TRIS PHARMA INC                                   ,FALSE,FALSE,AP,,,
90574,A    ,MYLAN INSTITUTIONAL                               ,FALSE,FALSE,AP,,,
90575,A    ,AMNEAL PHARMS                                     ,FALSE,FALSE,AP,,,
90576,A    ,AMNEAL PHARMS                                     ,FALSE,FALSE,AP,,,
90577,A    ,ACS DOBFAR                                        ,FALSE,FALSE,AP,,,
90578,A    ,SAGENT PHARMS                                     ,FALSE,FALSE,AP,,,
90579,A    ,SAGENT PHARMS                                     ,FALSE,FALSE,AP,,,
90580,A    ,SAGENT PHARMS                                     ,FALSE,FALSE,AP,,,
90581,A    ,SAGENT PHARMS                                     ,FALSE,FALSE,AP,,,
90582,A    ,SAGENT PHARMS                                     ,FALSE,FALSE,AP,,,
90583,A    ,SAGENT PHARMS                                     ,FALSE,FALSE,AP,,,
90584,A    ,SAGENT PHARMS                                     ,FALSE,FALSE,AP,,,
90585,A    ,SAGENT PHARMS                                     ,FALSE,FALSE,AP,,,
90590,A    ,PADDOCK LLC                                       ,FALSE,FALSE,AP,,,
90591,A    ,BARR                                              ,FALSE,FALSE,AP,,,
90595,A    ,MYLAN PHARMS INC                                  ,FALSE,FALSE,AP,,,
90596,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
90598,A    ,VINTAGE PHARMS                                    ,FALSE,FALSE,AP,,,
90600,A    ,KREMERS URBAN PHARMS                              ,FALSE,FALSE,AP,,,
90601,A    ,HI-TECH PHARMACAL                                 ,FALSE,FALSE,AP,,,
90602,A    ,MATRIX LABS LTD                                   ,FALSE,FALSE,AP,,,
90604,A    ,ALCON RES                                         ,FALSE,FALSE,AP,,,
90606,A    ,VINTAGE PHARMS LLC                                ,FALSE,FALSE,AP,,,
90607,A    ,ALEMBIC PHARMS LTD                                ,FALSE,FALSE,AP,,,
90609,A,DR REDDYS LABS LTD,FALSE,FALSE,TA,,,
90610,A    ,IPCA LABS LTD                                     ,FALSE,FALSE,AP,,,
90612,A    ,NATCO PHARMA LTD                                  ,FALSE,FALSE,AP,,,
90613,A    ,VINTAGE PHARMS                                    ,FALSE,FALSE,AP,,,
90615,A    ,WOCKHARDT                                         ,FALSE,FALSE,AP,,,
90617,A    ,DR REDDYS LABS LTD                                ,FALSE,FALSE,AP,,,
90618,A    ,GLENMARK GENERICS                                 ,FALSE,FALSE,AP,,,
90619,A    ,DR REDDYS LABS LTD                                ,FALSE,FALSE,AP,,,
90620,A    ,ACTAVIS TOTOWA                                    ,FALSE,FALSE,AP,,,
90621,A    ,HOSPIRA INC                                       ,FALSE,FALSE,AP,,,
90622,A    ,ETHYPHARM                                         ,FALSE,FALSE,AP,,,
90623,A    ,AUROBINDO PHARM                                   ,FALSE,FALSE,AP,,,
90624,A    ,AUROBINDO PHARMA                                  ,FALSE,FALSE,AP,,,
90625,A    ,TEVA PHARMS                                       ,FALSE,FALSE,AP,,,
90631,A    ,IMPAX LABS                                        ,FALSE,FALSE,AP,,,
90633,A    ,GLENMARK GENERICS                                 ,FALSE,FALSE,AP,,,
90635,A    ,THE PHARMANETWORK                                 ,FALSE,FALSE,AP,,,
90636,A,INVAGEN PHARMS,FALSE,FALSE,TA,,,
90637,A    ,IPCA LABS LTD                                     ,FALSE,FALSE,AP,,,
90638,A    ,AKORN                                             ,FALSE,FALSE,AP,,,
90641,A    ,SAGENT AGILA                                      ,FALSE,FALSE,AP,,,
90642,A    ,WATSON LABS INC                                   ,FALSE,FALSE,AP,,,
90643,A    ,MYLAN INSTITUTIONAL                               ,FALSE,FALSE,AP,,,
90644,A,TEVA PARENTERAL,FALSE,FALSE,TA,,,
90646,A    ,HOSPIRA INC                                       ,FALSE,FALSE,AP,,,
90647,A,AUROBINDO PHARMA LTD,FALSE,FALSE,TA,,,
90648,A    ,GLAND PHARMA LTD                                  ,FALSE,FALSE,AP,,,
90649,A    ,MYLAN                                             ,FALSE,FALSE,AP,,,
90650,A    ,MYLAN PHARMS INC                                  ,FALSE,FALSE,AP,,,
90651,A    ,SUN PHARM INDS INC                                ,FALSE,FALSE,AP,,,
90652,A    ,COREPHARMA                                        ,FALSE,FALSE,AP,,,
90653,A    ,HOSPIRA INC                                       ,FALSE,FALSE,AP,,,
90654,A    ,SUN PHARM INDS                                    ,FALSE,FALSE,AP,,,
90655,A    ,ROXANE                                            ,FALSE,FALSE,AP,,,
90656,A    ,LUITPOLD                                          ,FALSE,FALSE,AP,,,
90658,A    ,FRESENIUS KABI USA                                ,FALSE,FALSE,AP,,,
90659,A    ,SUN PHARM INDS INC                                ,FALSE,FALSE,AP,,,
90661,A    ,CADISTA PHARMS                                    ,FALSE,FALSE,AP,,,
90663,A    ,HAMELN RDS GMBH                                   ,FALSE,FALSE,AP,,,
90664,A    ,MYLAN INSTITUTIONAL                               ,FALSE,FALSE,AP,,,
90665,A    ,MYLAN LABS LTD                                    ,FALSE,FALSE,AP,,,
90666,A    ,APOTEX                                            ,FALSE,FALSE,AP,,,
90669,A,IMPAX LABS INC,FALSE,FALSE,TA,,,
90671,A    ,WOCKHARDT                                         ,FALSE,FALSE,AP,,,
90675,A    ,JIANGSU HENGRUI MED                               ,FALSE,FALSE,AP,,,
90678,A    ,KREMERS URBAN DEV                                 ,FALSE,FALSE,AP,,,
90679,A,MACLEODS PHARMA,FALSE,FALSE,TA,,,
90681,A,ACCORD HLTHCARE INC,FALSE,FALSE,TA,,,
90682,A    ,AUROBINDO PHARMA                                  ,FALSE,FALSE,AP,,,
90685,A    ,PERRIGO R AND D                                   ,FALSE,FALSE,AP,,,
90686,A    ,TORRENT PHARMS                                    ,FALSE,FALSE,AP,,,
90687,A    ,STRIDES PHARMA                                    ,FALSE,FALSE,AP,,,
90688,A,MACLEODS PHARMA,FALSE,FALSE,TA,,,
90690,A    ,SUN PHARMA GLOBAL                                 ,FALSE,FALSE,AP,,,
90692,A    ,LUPIN LTD                                         ,FALSE,FALSE,AP,,,
90694,A    ,LUPIN LTD                                         ,FALSE,FALSE,AP,,,
90695,A    ,LANNETT HOLDINGS INC                              ,FALSE,FALSE,AP,,,
90696,A    ,GLAND PHARMA LTD                                  ,FALSE,FALSE,AP,,,
90697,A    ,ZYDUS PHARMS USA INC                              ,FALSE,FALSE,AP,,,
90699,A    ,GLAND PHARMA LTD                                  ,FALSE,FALSE,AP,,,
90700,A    ,GLENMARK GENERICS                                 ,FALSE,FALSE,AP,,,
90702,A    ,HETERO LABS LTD III                               ,FALSE,FALSE,AP,,,
90704,A    ,MYLAN LABS                                        ,FALSE,FALSE,AP,,,
90705,A    ,INVAGEN PHARMS                                    ,FALSE,FALSE,AP,,,
90707,A    ,VISTAPHARM                                        ,FALSE,FALSE,AP,,,
90709,A,HOSPIRA INC,FALSE,FALSE,TA,,,
90710,A    ,SUN PHARM INDS INC                                ,FALSE,FALSE,AP,,,
90711,A    ,PERRIGO R AND D                                   ,FALSE,FALSE,AP,,,
90712,A    ,PADDOCK LLC                                       ,FALSE,FALSE,AP,,,
90713,A    ,TEVA PHARMS USA                                   ,FALSE,FALSE,AP,,,
90715,A    ,VALEANT PHARMS NORTH                              ,FALSE,FALSE,AP,,,
90716,A    ,NOVAST LABS LTD                                   ,FALSE,FALSE,AP,,,
90718,A    ,GLENMARK PHARMS                                   ,FALSE,FALSE,AP,,,
90719,A    ,NOVAST LABS LTD                                   ,FALSE,FALSE,AP,,,
90720,A    ,WATSON LABS INC                                   ,FALSE,FALSE,AP,,,
90721,A    ,NOVAST LABS LTD                                   ,FALSE,FALSE,AP,,,
90722,A    ,TORRENT PHARMS                                    ,FALSE,FALSE,AP,,,
90723,A    ,DR REDDYS LABS LTD                                ,FALSE,FALSE,AP,,,
90724,A    ,MUSTAFA NEVZAT ILAC                               ,FALSE,FALSE,AP,,,
90726,A    ,AKORN                                             ,FALSE,FALSE,AP,,,
90727,A    ,VERSAPHARM                                        ,FALSE,FALSE,AP,,,
90728,A    ,ZYDUS PHARMS USA INC                              ,FALSE,FALSE,AP,,,
90732,A    ,DR REDDYS LABS LTD                                ,FALSE,FALSE,AP,,,
90733,A    ,VINTAGE PHARMS                                    ,FALSE,FALSE,AP,,,
90734,A    ,VINTAGE PHARMS                                    ,FALSE,FALSE,AP,,,
90739,A    ,ZYDUS PHARMS USA INC                              ,FALSE,FALSE,AP,,,
90740,A    ,PERRIGO R AND D                                   ,FALSE,FALSE,AP,,,
90742,A,STRIDES ARCOLAB LTD,FALSE,FALSE,TA,,,
90745,A    ,SUN PHARMA GLOBAL                                 ,FALSE,FALSE,AP,,,
