ApplNo,ProductNo,Form,Dosage,ProductMktStatus,TECode,ReferenceDrug,drugname,activeingred
202161,1,LOTION;TOPICAL,0.05%,1,AB,0,DESONIDE,DESONIDE
202163,1,INJECTABLE;IV (INFUSION),EQ 5MG BASE/100ML,1,AP,0,ZOLEDRONIC ACID,ZOLEDRONIC ACID
202164,1,TABLET;ORAL,0.125MG,1,AB,0,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE
202164,2,TABLET;ORAL,0.25MG,1,AB,0,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE
202164,3,TABLET;ORAL,0.5MG,1,AB,0,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE
202164,4,TABLET;ORAL,1MG,1,AB,0,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE
202164,5,TABLET;ORAL,1.5MG,1,AB,0,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE
202167,1,"TABLET, EXTENDED RELEASE;ORAL",500MG,1,AB,0,LEVETIRACETAM,LEVETIRACETAM
202167,2,"TABLET, EXTENDED RELEASE;ORAL",750MG,1,AB,0,LEVETIRACETAM,LEVETIRACETAM
202168,1,TABLET;ORAL,400MG,1,AB,0,ACYCLOVIR,ACYCLOVIR
202168,2,TABLET;ORAL,800MG,1,AB,0,ACYCLOVIR,ACYCLOVIR
202170,1,"TABLET, EXTENDED RELEASE;ORAL",2.5MG,1,AB,0,FELODIPINE,FELODIPINE
202170,2,"TABLET, EXTENDED RELEASE;ORAL",5MG,1,AB,0,FELODIPINE,FELODIPINE
202170,3,"TABLET, EXTENDED RELEASE;ORAL",10MG,1,AB,0,FELODIPINE,FELODIPINE
202171,1,TABLET; ORAL,300MG; 300MG; 200MG,4,,0,LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE; NEVIRAPINE,LAMIVUDINE; TENOFOVIR DISOPROXIL FUMARATE; NEVIRAPINE
202172,1,TABLET; ORAL,5MG,4,,0,ROSUVASTATIN ZINC,ROSUVASTATIN ZINC
202172,2,TABLET; ORAL,10MG,4,,0,ROSUVASTATIN ZINC,ROSUVASTATIN ZINC
202172,3,TABLET; ORAL,20MG,4,,0,ROSUVASTATIN ZINC,ROSUVASTATIN ZINC
202172,4,TABLET; ORAL,40MG,4,,0,ROSUVASTATIN ZINC,ROSUVASTATIN ZINC
202176,1,"CAPSULE, DELAYED REL PELLETS;ORAL",15MG,1,AB,0,LANSOPRAZOLE,LANSOPRAZOLE
202176,2,"CAPSULE, DELAYED REL PELLETS;ORAL",30MG,1,AB,0,LANSOPRAZOLE,LANSOPRAZOLE
202179,1,"TABLET, ORALLY DISINTEGRATING;ORAL",EQ 10MG BASE,1,AB,0,PREDNISOLONE SODIUM PHOSPHATE,PREDNISOLONE SODIUM PHOSPHATE
202179,2,"TABLET, ORALLY DISINTEGRATING;ORAL",EQ 15MG BASE,1,AB,0,PREDNISOLONE SODIUM PHOSPHATE,PREDNISOLONE SODIUM PHOSPHATE
202179,3,"TABLET, ORALLY DISINTEGRATING;ORAL",EQ 30MG BASE,1,AB,0,PREDNISOLONE SODIUM PHOSPHATE,PREDNISOLONE SODIUM PHOSPHATE
202180,1,TABLET;ORAL,50MG,1,AB,0,TRAZODONE HYDROCHLORIDE,TRAZODONE HYDROCHLORIDE
202180,2,TABLET;ORAL,100MG,1,AB,0,TRAZODONE HYDROCHLORIDE,TRAZODONE HYDROCHLORIDE
202180,3,TABLET;ORAL,150MG,1,AB,0,TRAZODONE HYDROCHLORIDE,TRAZODONE HYDROCHLORIDE
202180,4,TABLET;ORAL,300MG,1,AB,0,TRAZODONE HYDROCHLORIDE,TRAZODONE HYDROCHLORIDE
202182,1,INJECTABLE;IV (INFUSION),EQ 4MG BASE/5ML,1,AP,0,ZOLEDRONIC ACID,ZOLEDRONIC ACID
202187,1,TABLET;ORAL,25MG,1,AB,0,SPIRONOLACTONE,SPIRONOLACTONE
202187,2,TABLET;ORAL,50MG,1,AB,0,SPIRONOLACTONE,SPIRONOLACTONE
202187,3,TABLET;ORAL,100MG,1,AB,0,SPIRONOLACTONE,SPIRONOLACTONE
202189,1,"TABLET, EXTENDED RELEASE;ORAL",150MG,1,AB3,0,BUPROPION HYDROCHLORIDE,BUPROPION HYDROCHLORIDE
202191,1,"TABLET, ORALLY DISINTEGRATING;ORAL",EQ 5MG BASE,1,AB,0,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE
202191,2,"TABLET, ORALLY DISINTEGRATING;ORAL",EQ 10MG BASE,1,,0,METOCLOPRAMIDE HYDROCHLORIDE,METOCLOPRAMIDE HYDROCHLORIDE
202192,1,TABLET;ORAL,EQ 5MG BASE,1,,0,JAKAFI,RUXOLITINIB PHOSPHATE
202192,2,TABLET;ORAL,EQ 10MG BASE,1,,0,JAKAFI,RUXOLITINIB PHOSPHATE
202192,3,TABLET;ORAL,EQ 15MG BASE,1,,0,JAKAFI,RUXOLITINIB PHOSPHATE
202192,4,TABLET;ORAL,EQ 20MG BASE,1,,0,JAKAFI,RUXOLITINIB PHOSPHATE
202192,5,TABLET;ORAL,EQ 25MG BASE,1,,1,JAKAFI,RUXOLITINIB PHOSPHATE
202194,1,"CAPSULE, DELAYED REL PELLETS;ORAL",15MG,2,,0,LANSOPRAZOLE,LANSOPRAZOLE
202197,1,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL;EQ 5GM BASE/VIAL,1,AP,0,AMPICILLIN AND SULBACTAM,AMPICILLIN SODIUM; SULBACTAM SODIUM
202198,1,INJECTABLE;INJECTION,EQ 10GM BASE/VIAL,1,AP,0,AMPICILLIN SODIUM,AMPICILLIN SODIUM
202200,1,TABLET;ORAL,250MG,1,AB,0,LEVOFLOXACIN,LEVOFLOXACIN
202200,2,TABLET;ORAL,500MG,1,AB,0,LEVOFLOXACIN,LEVOFLOXACIN
202200,3,TABLET;ORAL,750MG,1,AB,0,LEVOFLOXACIN,LEVOFLOXACIN
202202,1,TABLET;ORAL,1MG,1,AB,0,WARFARIN SODIUM,WARFARIN SODIUM
202202,2,TABLET;ORAL,2MG,1,AB,0,WARFARIN SODIUM,WARFARIN SODIUM
202202,3,TABLET;ORAL,2.5MG,1,AB,0,WARFARIN SODIUM,WARFARIN SODIUM
202202,4,TABLET;ORAL,3MG,1,AB,0,WARFARIN SODIUM,WARFARIN SODIUM
202202,5,TABLET;ORAL,4MG,1,AB,0,WARFARIN SODIUM,WARFARIN SODIUM
202202,6,TABLET;ORAL,5MG,1,AB,0,WARFARIN SODIUM,WARFARIN SODIUM
202202,7,TABLET;ORAL,6MG,1,AB,0,WARFARIN SODIUM,WARFARIN SODIUM
202202,8,TABLET;ORAL,7.5MG,1,AB,0,WARFARIN SODIUM,WARFARIN SODIUM
202202,9,TABLET;ORAL,10MG,1,AB,0,WARFARIN SODIUM,WARFARIN SODIUM
202203,1,INJECTABLE;INJECTION,EQ 4MG BASE/VIAL,1,AP,0,TOPOTECAN HYDROCHLORIDE,TOPOTECAN HYDROCHLORIDE
202204,1,CAPSULE;ORAL,0.5MG,1,AB,0,DUTASTERIDE,DUTASTERIDE
202206,1,"TABLET, EXTENDED RELEASE;ORAL",0.375MG,1,AB,0,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE
202206,2,"TABLET, EXTENDED RELEASE;ORAL",0.75MG,1,AB,0,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE
202206,3,"TABLET, EXTENDED RELEASE;ORAL",1.5MG,1,AB,0,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE
202206,4,"TABLET, EXTENDED RELEASE;ORAL",2.25MG,1,AB,0,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE
202206,5,"TABLET, EXTENDED RELEASE;ORAL",3MG,1,AB,0,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE
202206,6,"TABLET, EXTENDED RELEASE;ORAL",3.75MG,1,AB,0,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE
202206,7,"TABLET, EXTENDED RELEASE;ORAL",4.5MG,1,AB,0,PRAMIPEXOLE DIHYDROCHLORIDE,PRAMIPEXOLE DIHYDROCHLORIDE
202207,1,INJECTABLE;INJECTION,N/A,1,,1,LYMPHOSEEK KIT,TECHNETIUM TC-99M TILMANOCEPT
202209,1,CREAM;TOPICAL,0.08%,1,,0,TRETINOIN,TRETINOIN
202210,1,TABLET;ORAL,EQ 5MG BASE,1,AB,0,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE
202210,2,TABLET;ORAL,EQ 10MG BASE,1,AB,0,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE
202210,3,TABLET;ORAL,EQ 20MG BASE,1,AB,0,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE
202211,1,"FILM, EXTENDED RELEASE;TRANSDERMAL",3.9MG/24HR,2,,1,OXYTROL FOR WOMEN,OXYBUTYNIN
202212,1,"TABLET, FOR SUSPENSION; ORAL",50MG,4,,0,NEVIRAPINE,NEVIRAPINE
202212,2,"TABLET, FOR SUSPENSION; ORAL",100MG,4,,0,NEVIRAPINE,NEVIRAPINE
202214,1,TABLET;ORAL,325MG;5MG,1,AA,0,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE
202214,2,TABLET;ORAL,325MG;7.5MG,1,AA,0,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE
202214,3,TABLET;ORAL,325MG;10MG,1,AA,0,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE
202214,4,TABLET;ORAL,300MG;5MG,1,AA,0,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE
202214,5,TABLET;ORAL,300MG;7.5MG,1,AA,0,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE
202214,6,TABLET;ORAL,300MG;10MG,1,AA,0,HYDROCODONE BITARTRATE AND ACETAMINOPHEN,ACETAMINOPHEN; HYDROCODONE BITARTRATE
202217,1,"FOR SOLUTION, TABLET, DELAYED RELEASE;ORAL","5MG,N/A;N/A,210GM;N/A,0.74GM;N/A,2.86GM;N/A,5.6GM",1,,1,"PEG-3350, SODIUM CHLORIDE, SODIUM BICARBONATE, POTASSIUM CHLORIDE AND BISACODYL",BISACODYL; POLYETHYLENE GLYCOL 3350; POTASSIUM CHLORIDE; SODIUM BICARBONATE; SODIUM CHLORIDE
202219,1,"TABLET, EXTENDED RELEASE;ORAL",450MG,1,AB,0,LITHIUM CARBONATE,LITHIUM CARBONATE
202220,1,TABLET;ORAL,5MG,1,AB,0,PROTRIPTYLINE HYDROCHLORIDE,PROTRIPTYLINE HYDROCHLORIDE
202220,2,TABLET;ORAL,10MG,1,AB,0,PROTRIPTYLINE HYDROCHLORIDE,PROTRIPTYLINE HYDROCHLORIDE
202221,1,SOLUTION;ORAL,EQ 5MG BASE/5ML,1,AA,0,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE
202223,1,TABLET;ORAL,40MG,1,AB,0,VALSARTAN,VALSARTAN
202223,2,TABLET;ORAL,80MG,1,AB,0,VALSARTAN,VALSARTAN
202223,3,TABLET;ORAL,160MG,1,AB,0,VALSARTAN,VALSARTAN
202223,4,TABLET;ORAL,320MG,1,AB,0,VALSARTAN,VALSARTAN
202226,1,TABLET;ORAL-28,"0.15MG,N/A;0.02MG,0.01MG",1,AB,0,BEKYREE,DESOGESTREL; ETHINYL ESTRADIOL
202227,1,SOLUTION;ORAL,EQ 5MG BASE/5ML,1,AA,0,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE
202228,1,"TABLET, EXTENDED RELEASE;ORAL",50MG,4,,0,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE
202228,2,"TABLET, EXTENDED RELEASE;ORAL",150MG,4,,0,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE
202228,3,"TABLET, EXTENDED RELEASE;ORAL",200MG,4,,0,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE
202228,4,"TABLET, EXTENDED RELEASE;ORAL",300MG,4,,0,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE
202228,5,"TABLET, EXTENDED RELEASE;ORAL",400MG,4,,0,QUETIAPINE FUMARATE,QUETIAPINE FUMARATE
202229,1,"TABLET, DELAYED RELEASE;ORAL",333MG,1,AB,1,ACAMPROSATE CALCIUM,ACAMPROSATE CALCIUM
202230,1,TABLET;ORAL,25MG,1,AB,0,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM
202230,2,TABLET;ORAL,50MG,1,AB,0,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM
202230,3,TABLET;ORAL,100MG,1,AB,0,LOSARTAN POTASSIUM,LOSARTAN POTASSIUM
202231,1,POWDER;INTRAVENOUS,100MCG/VIAL,1,,1,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM
202231,2,POWDER;INTRAVENOUS,200MCG/VIAL,1,AP,1,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM
202231,3,POWDER;INTRAVENOUS,500MCG/VIAL,1,,1,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM
202231,5,INJECTABLE; INJECTION,500MCG,1,,0,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM
202235,1,INJECTABLE;INTRAVENOUS,EQ 3MG BASE/3ML,1,AP,0,IBANDRONATE SODIUM,IBANDRONATE SODIUM
202236,1,"SPRAY, METERED;NASAL",EQ 0.125MG BASE/SPRAY;0.05MG/SPRAY,1,,1,DYMISTA,AZELASTINE HYDROCHLORIDE; FLUTICASONE PROPIONATE
202238,1,"TABLET, EXTENDED RELEASE;ORAL",EQ 1MG BASE,3,,0,GUANFACINE HYDROCHLORIDE,GUANFACINE HYDROCHLORIDE
202238,2,"TABLET, EXTENDED RELEASE;ORAL",EQ 2MG BASE,3,,0,GUANFACINE HYDROCHLORIDE,GUANFACINE HYDROCHLORIDE
202238,3,"TABLET, EXTENDED RELEASE;ORAL",EQ 3MG BASE,3,,0,GUANFACINE HYDROCHLORIDE,GUANFACINE HYDROCHLORIDE
202238,4,"TABLET, EXTENDED RELEASE;ORAL",EQ 4MG BASE,3,,0,GUANFACINE HYDROCHLORIDE,GUANFACINE HYDROCHLORIDE
202239,1,CAPSULE;ORAL,EQ 2.5MG BASE;10MG,1,AB,0,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE
202239,2,CAPSULE;ORAL,EQ 5MG BASE;10MG,1,AB,0,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE
202239,3,CAPSULE;ORAL,EQ 5MG BASE;20MG,1,AB,0,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE
202239,4,CAPSULE;ORAL,EQ 5MG BASE;40MG,1,AB,0,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE
202239,5,CAPSULE;ORAL,EQ 10MG BASE;20MG,1,AB,0,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE
202239,6,CAPSULE;ORAL,EQ 10MG BASE;40MG,1,AB,0,AMLODIPINE BESYLATE AND BENAZEPRIL HYDROCHLORIDE,AMLODIPINE BESYLATE; BENAZEPRIL HYDROCHLORIDE
202240,1,CAPSULE;ORAL,50MG,1,AB,0,CELECOXIB,CELECOXIB
202240,2,CAPSULE;ORAL,100MG,1,AB,0,CELECOXIB,CELECOXIB
202240,3,CAPSULE;ORAL,200MG,1,AB,0,CELECOXIB,CELECOXIB
202240,4,CAPSULE;ORAL,400MG,1,AB,0,CELECOXIB,CELECOXIB
202242,1,INJECTABLE;INJECTION,2%,1,AP,0,LIDOCAINE HYDROCHLORIDE,LIDOCAINE HYDROCHLORIDE
202244,1,TABLET;ORAL,EQ 5MG BASE,1,AB,0,RIZATRIPTAN BENZOATE,RIZATRIPTAN BENZOATE
202244,2,TABLET;ORAL,EQ 10MG BASE,1,AB,0,RIZATRIPTAN BENZOATE,RIZATRIPTAN BENZOATE
202245,1,SOLUTION;ORAL,30MG/5ML,3,,0,CODEINE SULFATE,CODEINE SULFATE
202246,1,TABLET;ORAL,1.5MG,2,,0,LEVONORGESTREL,LEVONORGESTREL
202247,1,TABLET;ORAL-28,0.02MG;0.1MG,1,AB2,0,LEVONORGESTREL AND ETHINYL ESTRADIOL,ETHINYL ESTRADIOL; LEVONORGESTREL
202248,1,CAPSULE;ORAL,15MG,1,AA,0,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE
202248,2,CAPSULE;ORAL,30MG,1,AA,0,PHENTERMINE HYDROCHLORIDE,PHENTERMINE HYDROCHLORIDE
202250,1,CAPSULE;ORAL,75MG;25MG,1,AB,0,NITROFURANTOIN (MONOHYDRATE/MACROCRYSTALS),"NITROFURANTOIN; NITROFURANTOIN, MACROCRYSTALLINE"
202252,1,CAPSULE;ORAL,43MG,1,AB,0,FENOFIBRATE (MICRONIZED),FENOFIBRATE
202252,2,CAPSULE;ORAL,130MG,1,AB,0,FENOFIBRATE (MICRONIZED),FENOFIBRATE
202253,1,INJECTABLE;INJECTION,EQ 2MG BASE/ML,1,AP,0,ONDANSETRON HYDROCHLORIDE PRESERVATIVE FREE,ONDANSETRON HYDROCHLORIDE
202254,1,TABLET;ORAL,75MG,1,AB,0,IRBESARTAN,IRBESARTAN
202254,2,TABLET;ORAL,150MG,1,AB,0,IRBESARTAN,IRBESARTAN
202254,3,TABLET;ORAL,300MG,1,AB,0,IRBESARTAN,IRBESARTAN
202255,1,TABLET; ORAL,25MG,4,,0,Sildenafil Citrate,Sildenafil Citrate
202255,2,TABLET; ORAL,50MG,4,,0,Sildenafil Citrate,Sildenafil Citrate
202255,3,TABLET; ORAL,100MG,4,,0,Sildenafil Citrate,Sildenafil Citrate
202258,1,CAPSULE;ORAL,200MG,1,,1,VICTRELIS,BOCEPREVIR
202259,1,INJECTABLE;INJECTION,6MG/ML,1,AP,0,BUSULFAN,BUSULFAN
202260,1,TABLET;ORAL-28,0.35MG,1,AB1,0,NORETHINDRONE,NORETHINDRONE
202261,1,"TABLET, EXTENDED RELEASE;ORAL",EQ 45MG BASE,1,AB,0,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE
202261,2,"TABLET, EXTENDED RELEASE; ORAL",65MG,4,,0,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE
202261,3,"TABLET, EXTENDED RELEASE;ORAL",EQ 90MG BASE,1,AB,0,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE
202261,4,"TABLET, EXTENDED RELEASE; ORAL",115MG,4,,0,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE
202261,5,"TABLET, EXTENDED RELEASE;ORAL",EQ 135MG BASE,1,AB,0,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE
202261,6,"TABLET, EXTENDED RELEASE;ORAL",EQ 80MG BASE,1,AB,0,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE
202261,7,"TABLET, EXTENDED RELEASE;ORAL",EQ 105MG BASE,1,AB,0,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE
202261,8,"TABLET, EXTENDED RELEASE;ORAL",55MG,4,,0,MINOCYCLINE HYDROCHLORIDE,MINOCYCLINE HYDROCHLORIDE
202266,1,TABLET;ORAL,EQ 75MG BASE,1,AB,0,CLOPIDOGREL BISULFATE,CLOPIDOGREL BISULFATE
202266,2,TABLET;ORAL,EQ 300MG BASE,1,AB,0,CLOPIDOGREL BISULFATE,CLOPIDOGREL BISULFATE
202268,1,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,1,AP,0,CEFEPIME HYDROCHLORIDE,CEFEPIME HYDROCHLORIDE
202268,2,INJECTABLE;INJECTION,EQ 2GM BASE/VIAL,1,AP,0,CEFEPIME HYDROCHLORIDE,CEFEPIME HYDROCHLORIDE
202269,1,SOLUTION;ORAL,20MG/ML,4,,0,PREGABALIN,PREGABALIN
202270,1,"TABLET, EXTENDED RELEASE;ORAL",500MG;EQ 50MG BASE,1,,0,JANUMET XR,METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE
202270,2,"TABLET, EXTENDED RELEASE;ORAL",1GM;EQ 50MG BASE,1,,0,JANUMET XR,METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE
202270,3,"TABLET, EXTENDED RELEASE;ORAL",1GM;EQ 100MG BASE,1,,1,JANUMET XR,METFORMIN HYDROCHLORIDE; SITAGLIPTIN PHOSPHATE
202271,1,TABLET;ORAL,25MG,1,AB,0,ACARBOSE,ACARBOSE
202271,2,TABLET;ORAL,50MG,1,AB,0,ACARBOSE,ACARBOSE
202271,3,TABLET;ORAL,100MG,1,AB,0,ACARBOSE,ACARBOSE
202274,1,INJECTABLE;INJECTION,EQ 5GM BASE/VIAL,1,AP,0,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE
202275,1,INJECTABLE;INJECTION,EQ 500MG BASE/VIAL,1,AP,0,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE
202275,2,INJECTABLE;INJECTION,EQ 1GM BASE/VIAL,1,AP,0,VANCOMYCIN HYDROCHLORIDE,VANCOMYCIN HYDROCHLORIDE
202276,1,TABLET;ORAL,50MG,1,,0,STENDRA,AVANAFIL
202276,2,TABLET;ORAL,100MG,1,,0,STENDRA,AVANAFIL
202276,3,TABLET;ORAL,200MG,1,,1,STENDRA,AVANAFIL
202277,1,TABLET;ORAL,5MG,2,,0,CETIRIZINE HYDROCHLORIDE HIVES,CETIRIZINE HYDROCHLORIDE
202277,2,TABLET;ORAL,5MG,2,,0,CETIRIZINE HYDROCHLORIDE ALLERGY,CETIRIZINE HYDROCHLORIDE
202277,3,TABLET;ORAL,10MG,2,,0,CETIRIZINE HYDROCHLORIDE HIVES,CETIRIZINE HYDROCHLORIDE
202277,4,TABLET;ORAL,10MG,2,,0,CETIRIZINE HYDROCHLORIDE ALLERGY,CETIRIZINE HYDROCHLORIDE
202278,1,SYSTEM;IONTOPHORESIS,EQ 6.5MG BASE/4HR,1,,1,ZECUITY,SUMATRIPTAN SUCCINATE
202279,1,TABLET;ORAL,2.5MG,1,AB,0,ZOLMITRIPTAN,ZOLMITRIPTAN
202279,2,TABLET;ORAL,5MG,1,AB,0,ZOLMITRIPTAN,ZOLMITRIPTAN
202280,1,TABLET;ORAL,EQ 5MG BASE,1,AB,0,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE
202280,2,TABLET;ORAL,EQ 10MG BASE,1,AB,0,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE
202280,3,TABLET;ORAL,EQ 20MG BASE,1,AB,0,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE
202284,1,TABLET;ORAL,400MG,1,AB,0,FELBAMATE,FELBAMATE
202284,2,TABLET;ORAL,600MG,1,AB,0,FELBAMATE,FELBAMATE
202285,1,"TABLET, ORALLY DISINTEGRATING;ORAL",5MG,1,AB,0,OLANZAPINE,OLANZAPINE
202285,2,"TABLET, ORALLY DISINTEGRATING;ORAL",10MG,1,AB,0,OLANZAPINE,OLANZAPINE
202285,3,"TABLET, ORALLY DISINTEGRATING;ORAL",15MG,1,AB,0,OLANZAPINE,OLANZAPINE
202285,4,"TABLET, ORALLY DISINTEGRATING;ORAL",20MG,1,AB,0,OLANZAPINE,OLANZAPINE
202286,1,TABLET;ORAL,650MG,1,AB,0,TRANEXAMIC ACID,TRANEXAMIC ACID
202287,1,TABLET;ORAL,2.5MG,1,AB,0,OLANZAPINE,OLANZAPINE
202287,2,TABLET;ORAL,5MG,1,AB,0,OLANZAPINE,OLANZAPINE
202287,3,TABLET;ORAL,7.5MG,1,AB,0,OLANZAPINE,OLANZAPINE
202287,4,TABLET;ORAL,10MG,1,AB,0,OLANZAPINE,OLANZAPINE
202287,5,TABLET;ORAL,15MG,1,AB,0,OLANZAPINE,OLANZAPINE
202287,6,TABLET;ORAL,20MG,1,AB,0,OLANZAPINE,OLANZAPINE
202288,1,"TABLET, EXTENDED RELEASE;ORAL",300MG,1,AB,0,LITHIUM CARBONATE,LITHIUM CARBONATE
202289,1,TABLET;ORAL,12.5MG;50MG,1,AB,0,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM
202289,2,TABLET;ORAL,12.5MG;100MG,1,AB,0,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM
202289,3,TABLET;ORAL,25MG;100MG,1,AB,0,LOSARTAN POTASSIUM AND HYDROCHLOROTHIAZIDE,HYDROCHLOROTHIAZIDE; LOSARTAN POTASSIUM
202292,1,"TABLET, DELAYED RELEASE;ORAL",125MG,1,,1,FULYZAQ,CROFELEMER
202293,1,TABLET;ORAL,EQ 5MG BASE,1,,0,FARXIGA,DAPAGLIFLOZIN PROPANEDIOL
202293,2,TABLET;ORAL,EQ 10MG BASE,1,,1,FARXIGA,DAPAGLIFLOZIN PROPANEDIOL
202294,1,"CAPSULE, EXTENDED RELEASE;ORAL",60MG,4,,0,DEXLANSOPRAZOLE,DEXLANSOPRAZOLE
202295,1,TABLET;ORAL,2.5MG,1,AB,0,OLANZAPINE,OLANZAPINE
202295,2,TABLET;ORAL,5MG,1,AB,0,OLANZAPINE,OLANZAPINE
202295,3,TABLET;ORAL,7.5MG,1,AB,0,OLANZAPINE,OLANZAPINE
202295,4,TABLET;ORAL,10MG,1,AB,0,OLANZAPINE,OLANZAPINE
202295,5,TABLET;ORAL,15MG,1,AB,0,OLANZAPINE,OLANZAPINE
202295,6,TABLET;ORAL,20MG,1,AB,0,OLANZAPINE,OLANZAPINE
202296,1,TABLET;ORAL-28,"0.15MG,N/A;0.02MG,0.01MG",1,AB,0,DESOGESTREL AND ETHINYL ESTRADIOL,DESOGESTREL; ETHINYL ESTRADIOL
202297,1,TABLET;ORAL,0.1MG,1,AB,0,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE
202297,2,TABLET;ORAL,0.2MG,1,AB,0,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE
202297,3,TABLET;ORAL,0.3MG,1,AB,0,CLONIDINE HYDROCHLORIDE,CLONIDINE HYDROCHLORIDE
202298,1,"TABLET, EXTENDED RELEASE;ORAL",2.5MG,1,AB,0,GLIPIZIDE,GLIPIZIDE
202298,2,"TABLET, EXTENDED RELEASE;ORAL",5MG,1,AB,0,GLIPIZIDE,GLIPIZIDE
